Date,High,Low,Open,Close,Volume,Adj Close
2019-01-02,66.8499984741211,64.76000213623047,65.05999755859375,66.44000244140625,4549300.0,61.350284576416016
2019-01-03,66.62999725341797,65.41000366210938,66.12999725341797,65.52999877929688,4562200.0,60.50999069213867
2019-01-04,66.87999725341797,65.44999694824219,66.23999786376953,66.43000030517578,4825900.0,61.3410530090332
2019-01-07,69.87999725341797,66.80999755859375,66.80999755859375,69.68000030517578,7630600.0,64.34207916259766
2019-01-08,70.4800033569336,68.30999755859375,70.18000030517578,69.61000061035156,6756000.0,64.2774429321289
2019-01-09,70.9800033569336,68.77999877929688,69.37999725341797,70.29000091552734,6025100.0,64.90534210205078
2019-01-10,68.33000183105469,66.52999877929688,67.94999694824219,68.29000091552734,13913700.0,63.05855941772461
2019-01-11,70.04000091552734,68.05999755859375,68.30000305175781,69.61000061035156,5025900.0,64.2774429321289
2019-01-14,69.8499984741211,68.62999725341797,69.1500015258789,68.83999633789062,4568000.0,63.5664176940918
2019-01-15,68.76000213623047,67.80000305175781,68.76000213623047,68.20999908447266,3770000.0,62.984683990478516
2019-01-16,68.62999725341797,67.5999984741211,68.05999755859375,67.8499984741211,4888700.0,62.652259826660156
2019-01-17,69.66000366210938,67.16999816894531,67.51000213623047,69.37000274658203,4133200.0,64.0558090209961
2019-01-18,70.87999725341797,69.83000183105469,69.97000122070312,70.68000030517578,4484100.0,65.26546478271484
2019-01-22,71.04000091552734,69.66000366210938,70.37999725341797,70.27999877929688,5763900.0,64.89610290527344
2019-01-23,71.44999694824219,69.33000183105469,70.83999633789062,70.31999969482422,4446600.0,64.93305969238281
2019-01-24,70.9000015258789,69.81999969482422,70.55000305175781,70.61000061035156,4057000.0,65.20083618164062
2019-01-25,72.44000244140625,70.94000244140625,71.05000305175781,72.38999938964844,5544200.0,66.84447479248047
2019-01-28,72.22000122070312,71.20999908447266,72.0199966430664,72.12000274658203,3511100.0,66.59516143798828
2019-01-29,72.19000244140625,71.30000305175781,72.12000274658203,71.69999694824219,3320600.0,66.20732879638672
2019-01-30,72.6500015258789,71.30999755859375,72.30000305175781,72.33000183105469,3789300.0,66.78907012939453
2019-01-31,73.06999969482422,72.06999969482422,72.30999755859375,73.0,6699400.0,67.40774536132812
2019-02-01,73.0999984741211,70.45999908447266,73.0999984741211,71.16999816894531,5916200.0,65.7179183959961
2019-02-04,72.55999755859375,70.80999755859375,71.20999908447266,72.44000244140625,3622300.0,66.89064025878906
2019-02-05,73.05000305175781,72.25,72.70999908447266,72.7699966430664,3526200.0,67.19535827636719
2019-02-06,72.73999786376953,71.87000274658203,72.62999725341797,72.51000213623047,3399300.0,66.95528411865234
2019-02-07,72.54000091552734,71.4800033569336,72.04000091552734,71.86000061035156,3711600.0,66.3550796508789
2019-02-08,72.18000030517578,70.73999786376953,71.69999694824219,70.87999725341797,4146200.0,65.45014190673828
2019-02-11,70.79000091552734,69.06999969482422,70.77999877929688,70.1500015258789,6661000.0,64.77608489990234
2019-02-12,71.18000030517578,70.26000213623047,70.69999694824219,70.41000366210938,4505500.0,65.01615905761719
2019-02-13,72.76000213623047,69.97000122070312,70.61000061035156,72.56999969482422,7186900.0,67.01068115234375
2019-02-14,72.98999786376953,71.11000061035156,71.7300033569336,72.18000030517578,4624800.0,66.65055847167969
2019-02-15,73.37999725341797,72.22000122070312,72.55999755859375,72.83999633789062,3835800.0,67.26000213623047
2019-02-19,73.70999908447266,72.0199966430664,72.93000030517578,73.30000305175781,6868000.0,68.28474426269531
2019-02-20,73.62999725341797,72.48999786376953,73.43000030517578,72.70999908447266,5005600.0,67.73511505126953
2019-02-21,72.97000122070312,71.68000030517578,72.76000213623047,72.02999877929688,3985000.0,67.10163879394531
2019-02-22,72.63999938964844,71.80000305175781,72.20999908447266,72.25,3144800.0,67.30657958984375
2019-02-25,73.58999633789062,72.61000061035156,72.83000183105469,73.0999984741211,7782000.0,68.09840393066406
2019-02-26,73.22000122070312,71.70999908447266,72.91999816894531,72.29000091552734,5370900.0,67.34384155273438
2019-02-27,73.4800033569336,72.30000305175781,72.30999755859375,73.0199966430664,5164400.0,68.0239028930664
2019-02-28,73.12000274658203,72.2699966430664,73.12000274658203,72.63999938964844,5375600.0,67.66988372802734
2019-03-01,74.45999908447266,71.95999908447266,73.58999633789062,72.94000244140625,6833800.0,67.9493637084961
2019-03-04,73.97000122070312,72.44999694824219,73.44999694824219,72.66999816894531,7383800.0,67.69783020019531
2019-03-05,76.55999755859375,74.12000274658203,76.48999786376953,76.0,17015100.0,70.79999542236328
2019-03-06,77.44000244140625,76.12999725341797,76.81999969482422,76.9000015258789,7874200.0,71.63841247558594
2019-03-07,76.98999786376953,75.5199966430664,76.33000183105469,76.16999816894531,5617900.0,70.9583511352539
2019-03-08,75.94999694824219,74.79000091552734,75.87999725341797,75.80999755859375,4581900.0,70.62299346923828
2019-03-11,76.30000305175781,75.44000244140625,75.81999969482422,76.2699966430664,3435900.0,71.051513671875
2019-03-12,76.5,75.7699966430664,76.44000244140625,76.18000030517578,3646200.0,70.96768951416016
2019-03-13,77.37000274658203,76.18000030517578,76.26000213623047,77.12000274658203,3796600.0,71.84336853027344
2019-03-14,76.80000305175781,76.05000305175781,76.66000366210938,76.48999786376953,3779500.0,71.25647735595703
2019-03-15,76.87999725341797,76.06999969482422,76.7300033569336,76.66000366210938,5274100.0,71.41484069824219
2019-03-18,78.01000213623047,76.91999816894531,76.91999816894531,77.87999725341797,3923500.0,72.55136108398438
2019-03-19,78.7699966430664,78.01000213623047,78.33000183105469,78.45999908447266,4192300.0,73.0916748046875
2019-03-20,78.44999694824219,77.4000015258789,78.43000030517578,77.54000091552734,4325300.0,72.23463439941406
2019-03-21,79.93000030517578,78.19999694824219,78.19999694824219,79.48999786376953,5322000.0,74.05120849609375
